query_id,source_query,gold_codes,gold_labels,original_row_indices,original_mapping_pair_count
3620,Oral Candidiasis,EFO:0007406,oral candidiasis,4835,1
3621,oral tuberculosis,EFO:0007407,oral tuberculosis,4836|4837,1
3622,orbital cancer,EFO:0007408,orbital cancer,4838|4839,1
3623,Orbit Neoplasm,EFO:0007408,orbital cancer,4840,1
3624,Malignant Orbit Neoplasm,EFO:0007408,orbital cancer,4841,1
3625,ornithine carbamoyltransferase deficiency,EFO:0007409,Ornithine transcarbamylase deficiency,4842|4843,1
3626,Ornithine Carbamoyltransferase Deficiency Disease,EFO:0007409,Ornithine transcarbamylase deficiency,4844,1
3627,ornithosis,EFO:0007410,ornithosis,4845|4846,1
3628,Ornithosis,EFO:0007410,ornithosis,4847,1
3629,obsolete Orthomyxoviridae infectious disease,EFO:0007411,Orthomyxoviridae infectious disease,4848,1
3630,ossifying fibroma,EFO:0007412,ossifying fibroma,4849,1
3631,osteitis fibrosa,EFO:0007413,osteitis fibrosa,4850|4851,1
3632,Osteitis Fibrosa Cystica,EFO:0007413,osteitis fibrosa,4852,1
3633,ostertagiasis,EFO:0007414,ostertagiasis,4853|4854,1
3634,obsolete otitis media with effusion,EFO:0007415,otitis media with effusion,4855,1
3635,otitis media with effusion,EFO:0007415,otitis media with effusion,4856,1
3636,Secretory Otitis Media,EFO:0007415,otitis media with effusion,4857,1
3637,pancreatic endocrine carcinoma,EFO:0007416,pancreatic endocrine carcinoma,4858|4859|4860,1
3638,Pancreatic Neuroendocrine Carcinoma,EFO:0007416,pancreatic endocrine carcinoma,4861,1
3639,paracoccidioidomycosis,EFO:0007417,paracoccidioidomycosis,4862|4863,1
3640,Paracoccidioidomycosis,EFO:0007417,paracoccidioidomycosis,4864,1
3641,paragonimiasis,EFO:0007418,paragonimiasis,4865|4866,1
3642,Paragonimiasis,EFO:0007418,paragonimiasis,4867,1
3643,obsolete Paramyxoviridae infectious disease,EFO:0007419,Paramyxoviridae infectious disease,4868,1
3644,Paramyxoviridae infectious disease,EFO:0007419,Paramyxoviridae infectious disease,4869,1
3645,paratyphoid fever,EFO:0007420,paratyphoid fever,4870|4871,1
3646,Paratyphoid Fever,EFO:0007420,paratyphoid fever,4872,1
3647,paronychia,EFO:0007421,paronychia,4873|4875,1
3648,Paroniquia,EFO:0007421,paronychia,4874,1
3649,Paronychia,EFO:0007421,paronychia,4876,1
3650,parotid disease,EFO:0007422,parotid disease,4877,1
3651,parotid disorder,EFO:0007422,parotid disease,4878,1
3652,parotitis,EFO:0007423,parotitis,4879|4880,1
3653,Parotitis,EFO:0007423,parotitis,4881,1
3654,pasteurellosis,EFO:0007424,pasteurellosis,4882|4883,1
3655,peanut allergy,EFO:0007425,peanut allergic reaction,4884,1
3656,pericardial tuberculosis,EFO:0007426,pericardial tuberculosis,4885|4886,1
3657,pericarditis,EFO:0007427,pericarditis,4887|4889,1
3658,Pericarditis,EFO:0007427,pericarditis,4888|4890,1
3659,periodic limb movement disorder,EFO:0007428,periodic limb movement disorder,4891|4892,1
3660,obsolete peritonsillar abscess,EFO:0007429,peritonsillar abscess,4893,1
3661,peritonsillar abscess,EFO:0007429,peritonsillar abscess,4894,1
3662,Peritonsillar Abscess,EFO:0007429,peritonsillar abscess,4895,1
3663,persian gulf syndrome,EFO:0007430,persian gulf syndrome,4896|4897,1
3664,obsolete peste des petits ruminants infectious disease,EFO:0007431,peste des petits ruminants infectious disease,4898,1
3665,obsolete Pestivirus infectious disease,EFO:0007432,Pestivirus infectious disease,4899,1
3666,pestivirus infectious disease,EFO:0007432,Pestivirus infectious disease,4900,1
3667,phagocyte bactericidal dysfunction,EFO:0007433,phagocyte bactericidal dysfunction,4901|4902,1
3668,pharyngoconjunctival fever,EFO:0007434,pharyngoconjunctival fever,4903|4904,1
3669,Pharyngoconjunctival Fever,EFO:0007434,pharyngoconjunctival fever,4905,1
3670,phencyclidine abuse,EFO:0007436,phencyclidine abuse,4906|4907,1
3671,Phlebotomus fever,EFO:0007437,Phlebotomus fever,4908,1
3672,phlebotomus fever,EFO:0007437,Phlebotomus fever,4909,1
3673,obsolete Picornaviridae infectious disease,EFO:0007438,Picornaviridae infectious disease,4910,1
3674,Picornaviridae infectious disease,EFO:0007438,Picornaviridae infectious disease,4911,1
3675,pityriasis versicolor,EFO:0007439,pityriasis versicolor,4912|4913,1
3676,Malassezia furfur Infection,EFO:0007439,pityriasis versicolor,4914,1
3677,placenta accreta,EFO:0007440,placenta accreta,4915|4916,1
3678,Placenta Accreta,EFO:0007440,placenta accreta,4917,1
3679,placenta disease,EFO:0007441,placenta disease,4918,1
3680,placenta disorder,EFO:0007441,placenta disease,4919,1
3681,Placenta Disorder,EFO:0007441,placenta disease,4920,1
3682,placenta praevia,EFO:0007442,placenta praevia,4921|4922,1
3683,Placenta Previa,EFO:0007442,placenta praevia,4923,1
3684,placental insufficiency,EFO:0007443,placental insufficiency,4924|4925,1
3685,Plasmodium falciparum malaria,EFO:0007444,Plasmodium falciparum malaria,4926|4927,1
3686,Falciparum Malaria,EFO:0007444,Plasmodium falciparum malaria,4928,1
3687,Plasmodium vivax malaria,EFO:0007445,Plasmodium vivax malaria,4929|4930,1
3688,Vivax Malaria,EFO:0007445,Plasmodium vivax malaria,4931,1
3689,pleural tuberculosis,EFO:0007446,pleural tuberculosis,4932|4933,1
3690,Tuberculous Pleuritis,EFO:0007446,pleural tuberculosis,4934,1
3691,obsolete Pneumocystis infectious disease,EFO:0007447,Pneumocystis infectious disease,4935,1
3692,Pneumocystis infectious disease,EFO:0007447,Pneumocystis infectious disease,4936,1
3693,pneumocystosis,EFO:0007448,pneumocystosis,4937|4938,1
3694,Pneumocystis Pneumonia,EFO:0007448,pneumocystosis,4939,1
3695,obsolete pneumonic pasteurellosis,EFO:0007449,pneumonic pasteurellosis,4940,1
3696,pneumonic pasteurellosis,EFO:0007449,pneumonic pasteurellosis,4941,1
3697,poliomyelitis,EFO:0007450,poliomyelitis,4942|4943,1
3698,Acute Poliomyelitis,EFO:0007450,poliomyelitis,4944,1
3699,obsolete Polyomavirus infectious disease,EFO:0007451,Polyomavirus infectious disease,4945,1
3700,polyomavirus infectious disease,EFO:0007451,Polyomavirus infectious disease,4946,1
3701,post-thrombotic syndrome,EFO:0007452,post-thrombotic syndrome,4947|4948,1
3702,postpartum depression,EFO:0007453,postpartum depression,4949|4950,1
3703,Postpartum Depression,EFO:0007453,postpartum depression,4951,1
3704,postpoliomyelitis syndrome,EFO:0007454,postpoliomyelitis syndrome,4952|4953,1
3705,progressive multifocal leukoencephalopathy,EFO:0007455,progressive multifocal leukoencephalopathy,4954|4955,1
3706,Progressive Multifocal Leukoencephalopathy,EFO:0007455,progressive multifocal leukoencephalopathy,4956,1
3707,pseudomyxoma peritonei,EFO:0007456,pseudomyxoma peritonei,4957,1
3708,obsolete pseudorabies,EFO:0007457,pseudorabies,4958,1
3709,pseudorabies,EFO:0007457,pseudorabies,4959,1
3710,pulmonary blastoma,EFO:0007458,pulmonary blastoma,4960|4961|4962,1
3711,Pulmonary Blastoma,EFO:0007458,pulmonary blastoma,4963,1
3712,pyruvate decarboxylase deficiency,EFO:0007459,pyruvate decarboxylase deficiency,4964,1
3713,reactive arthritis,EFO:0007460,reactive arthritis,4965|4966,1
3714,Reactive Arthritis,EFO:0007460,reactive arthritis,4967,1
3715,obsolete atypical Mycobacterium infectious disease,EFO:0007461,recurrent pneumonia,4968,1
3716,Neumonía recurrente,EFO:0007461,recurrent pneumonia,4969,1
3717,recurrent pneumonia,EFO:0007461,recurrent pneumonia,4970,1
3718,REM sleep behavior disorder,EFO:0007462,REM sleep behavior disorder,4971|4972,1
3719,renal tuberculosis,EFO:0007463,renal tuberculosis,4973|4974,1
3720,Renal Tuberculosis,EFO:0007463,renal tuberculosis,4975,1
3721,obsolete Reoviridae infectious disease,EFO:0007464,Reoviridae infectious disease,4976,1
3722,Reoviridae infectious disease,EFO:0007464,Reoviridae infectious disease,4977,1
3723,obsolete Respirovirus infectious disease,EFO:0007465,Respirovirus infectious disease,4978,1
3724,respirovirus infectious disease,EFO:0007465,Respirovirus infectious disease,4979,1
3725,retroperitoneal cancer,EFO:0007466,retroperitoneal cancer,4980|4981|4982,1
3726,Retroperitoneal Neoplasm,EFO:0007466,retroperitoneal cancer,4983,1
3727,Malignant Retroperitoneal Neoplasm,EFO:0007466,retroperitoneal cancer,4984,1
3728,Reye syndrome,EFO:0007467,Reye syndrome,4985|4986,1
3729,Reye Syndrome,EFO:0007467,Reye syndrome,4987,1
3730,obsolete Rhabditida infectious disease,EFO:0007468,Rhabditida infectious disease,4988,1
3731,Rhabditida infectious disease,EFO:0007468,Rhabditida infectious disease,4989,1
3732,obsolete Rhabdoviridae infectious disease,EFO:0007469,Rhabdoviridae infectious disease,4990,1
3733,Rhabdoviridae infectious disease,EFO:0007469,Rhabdoviridae infectious disease,4991,1
3734,rhinoscleroma,EFO:0007470,rhinoscleroma,4992|4993,1
3735,rhinosporidiosis,EFO:0007471,rhinosporidiosis,4994|4995,1
3736,obsolete rickettsial pneumonia,EFO:0007472,rickettsial pneumonia,4996,1
3737,rickettsial pneumonia,EFO:0007472,rickettsial pneumonia,4997,1
3738,Ritter's disease,EFO:0007473,Ritter's disease,4998,1
3739,staphylococcal scalded skin syndrome,EFO:0007473,Ritter's disease,4999,1
3740,Staphylococcal Scalded Skin Syndrome,EFO:0007473,Ritter's disease,5000,1
3741,obsolete Roseolovirus infectious disease,EFO:0007474,Roseolovirus infectious disease,5001,1
3742,roseolovirus infectious disease,EFO:0007474,Roseolovirus infectious disease,5002,1
3743,obsolete Salmonella gastroenteritis,EFO:0007475,Salmonella gastroenteritis,5003,1
3744,Salmonella gastroenteritis,EFO:0007475,Salmonella gastroenteritis,5004,1
3745,sarcocystosis,EFO:0007476,sarcocystosis,5005|5006,1
3746,scarlet fever,EFO:0007477,scarlet fever,5007|5008,1
3747,Scarlet Fever,EFO:0007477,scarlet fever,5009,1
3748,scirrhous adenocarcinoma,EFO:0007478,scirrhous adenocarcinoma,5010|5011|5012,1
3749,Scirrhous Adenocarcinoma,EFO:0007478,scirrhous adenocarcinoma,5013,1
3750,screw worm infectious disease,EFO:0007479,screw worm infectious disease,5014|5015,1
3751,scrub typhus,EFO:0007480,scrub typhus,5016|5017,1
3752,septicemic plague,EFO:0007481,septicemic plague,5018|5019,1
3753,setariasis,EFO:0007482,setariasis,5020|5021,1
3754,sick building syndrome,EFO:0007484,sick building syndrome,5022|5023,1
3755,silicosis,EFO:0007485,silicosis,5024|5025,1
3756,Silicosis,EFO:0007485,silicosis,5026,1
3757,sinusitis,EFO:0007486,sinusitis,5027|5028,1
3758,Sinusitis,EFO:0007486,sinusitis,5029,1
3759,skeletal tuberculosis,EFO:0007487,skeletal tuberculosis,5030|5031,1
3760,sparganosis,EFO:0007488,sparganosis,5032|5033,1
3761,Sparganosis,EFO:0007488,sparganosis,5034,1
3762,sphenoid sinusitis,EFO:0007489,sphenoid sinusitis,5035|5036,1
3763,Sphenoidal Sinusitis,EFO:0007489,sphenoid sinusitis,5037,1
3764,spinal stenosis,EFO:0007490,spinal stenosis,5038|5040,1
3765,Estenosis del canal espinal,EFO:0007490,spinal stenosis,5039,1
3766,Spinal Stenosis,EFO:0007490,spinal stenosis,5041,1
3767,spleen cancer,EFO:0007491,spleen cancer,5042|5043|5044,1
3768,Splenic Neoplasm,EFO:0007491,spleen cancer,5045,1
3769,Malignant Splenic Neoplasm,EFO:0007491,spleen cancer,5046,1
3770,splenic tuberculosis,EFO:0007492,splenic tuberculosis,5047|5048,1
3771,spondylolisthesis,EFO:0007493,spondylolisthesis,5049|5051,1
3772,Espondilolistesis,EFO:0007493,spondylolisthesis,5050,1
3773,Spondylolisthesis,EFO:0007493,spondylolisthesis,5052,1
3774,sporotrichosis,EFO:0007494,sporotrichosis,5053|5054,1
3775,St. Louis encephalitis,EFO:0007495,St. Louis encephalitis,5055,1
3776,st. Louis encephalitis,EFO:0007495,St. Louis encephalitis,5056,1
3777,obsolete staphylococcal pneumonia,EFO:0007496,staphylococcal pneumonia,5057,1
3778,staphylococcal pneumonia,EFO:0007496,staphylococcal pneumonia,5058,1
3779,staphyloenterotoxemia,EFO:0007497,staphyloenterotoxemia,5059|5060,1
3780,Staphylococcal Food Poisoning,EFO:0007497,staphyloenterotoxemia,5061,1
3781,Stiff-Person syndrome,EFO:0007498,Stiff-Person syndrome,5062,1
3782,stiff-person syndrome,EFO:0007498,Stiff-Person syndrome,5063,1
3783,Stiff Person Syndrome,EFO:0007498,Stiff-Person syndrome,5064,1
3784,Streptococcus pneumonia,EFO:0007499,streptococcal pneumonia,5065,1
3785,obsolete streptococcal pneumonia,EFO:0007499,streptococcal pneumonia,5066,1
3786,streptococcal pneumonia,EFO:0007499,streptococcal pneumonia,5067,1
3787,obsolete Strongylida infectious disease,EFO:0007500,Strongylida infectious disease,5068,1
3788,Strongylida infectious disease,EFO:0007500,Strongylida infectious disease,5069,1
3789,strongyloidiasis,EFO:0007501,strongyloidiasis,5070|5071,1
3790,Strongyloidiasis,EFO:0007501,strongyloidiasis,5072,1
3791,subacute sclerosing panencephalitis,EFO:0007502,subacute sclerosing panencephalitis,5073|5074,1
3792,Subacute Sclerosing Panencephalitis,EFO:0007502,subacute sclerosing panencephalitis,5075,1
3793,suppurative otitis media,EFO:0007503,suppurative otitis media,5076|5077,1
3794,syphilis,EFO:0007504,syphilis,5078|5079,1
3795,Syphilis,EFO:0007504,syphilis,5080,1
3796,tabes dorsalis,EFO:0007505,tabes dorsalis,5081|5082,1
3797,Tabes Dorsalis,EFO:0007505,tabes dorsalis,5083,1
3798,theileriasis,EFO:0007506,theileriasis,5084|5085,1
3799,thoracic outlet syndrome,EFO:0007507,thoracic outlet syndrome,5086|5087,1
3800,Thoracic Outlet Syndrome,EFO:0007507,thoracic outlet syndrome,5088,1
3801,tick infestation,EFO:0007508,tick infestation,5089|5090,1
3802,tick paralysis,EFO:0007509,tick paralysis,5091|5092,1
3803,obsolete tinea,EFO:0007510,tinea,5093,1
3804,tinea infection,EFO:0007510,tinea,5094,1
3805,Tinea Infection,EFO:0007510,tinea,5095,1
3806,tinea favosa,EFO:0007511,tinea favosa,5096|5097,1
3807,Favus,EFO:0007511,tinea favosa,5098,1
3808,tinea pedis,EFO:0007512,tinea pedis,5099|5100,1
3809,obsolete Togaviridae infectious disease,EFO:0007513,Togaviridae infectious disease,5101,1
3810,Togaviridae infectious disease,EFO:0007513,Togaviridae infectious disease,5102,1
3811,obsolete Torovirus infectious disease,EFO:0007514,Torovirus infectious disease,5103,1
3812,torovirus infectious disease,EFO:0007514,Torovirus infectious disease,5104,1
3813,toxascariasis,EFO:0007515,toxascariasis,5105|5106,1
3814,toxocariasis,EFO:0007516,toxocariasis,5107|5108,1
3815,Visceral Larva Migrans,EFO:0007516,toxocariasis,5109,1
3816,Toxocariasis,EFO:0007516,toxocariasis,5110,1
3817,toxoplasmosis,EFO:0007517,toxoplasmosis,5111|5112,1
3818,Toxoplasmosis,EFO:0007517,toxoplasmosis,5113,1
3819,tracheitis,EFO:0007518,tracheitis,5114|5115,1
3820,Tracheitis,EFO:0007518,tracheitis,5116,1
3821,trench fever,EFO:0007519,trench fever,5117|5118,1
3822,trichinosis,EFO:0007520,trichinosis,5119,1
3823,Trichomonas vaginalis trichomoniasis,EFO:0007521,Trichomonas vaginitis,5120,1
3824,obsolete Trichomonas vaginitis,EFO:0007521,Trichomonas vaginitis,5121,1
3825,Trichomonas vaginitis urogenital infection,EFO:0007521,Trichomonas vaginitis,5122,1
3826,Trichomonas Vaginitis,EFO:0007521,Trichomonas vaginitis,5123,1
3827,trichostrongyloidiasis,EFO:0007522,trichostrongyloidiasis,5124|5125,1
3828,trichostrongylosis,EFO:0007523,trichostrongylosis,5126|5127,1
3829,trichuriasis,EFO:0007524,trichuriasis,5128|5129,1
3830,Trichuriasis,EFO:0007524,trichuriasis,5130,1
3831,tricuspid valve stenosis,EFO:0007525,tricuspid valve stenosis,5131|5133,1
3832,Estenosis tricúspide,EFO:0007525,tricuspid valve stenosis,5132,1
3833,Tricuspid Valve Stenosis,EFO:0007525,tricuspid valve stenosis,5134,1
3834,trombiculiasis,EFO:0007526,trombiculiasis,5135|5136,1
3835,tropical spastic paraparesis,EFO:0007527,tropical spastic paraparesis,5137|5138,1
3836,tuberculous empyema,EFO:0007528,tuberculous empyema,5139|5140,1
3837,Tuberculous Empyema,EFO:0007528,tuberculous empyema,5141,1
3838,tuberculous peritonitis,EFO:0007529,tuberculous peritonitis,5142|5143,1
3839,urinary schistosomiasis,EFO:0007530,urinary schistosomiasis,5144|5145,1
3840,Schistosoma Hematobium Infection,EFO:0007530,urinary schistosomiasis,5146,1
3841,urogenital tuberculosis,EFO:0007531,urogenital tuberculosis,5147|5148,1
3842,uterine corpus cancer,EFO:0007532,uterine corpus cancer,5149|5150|5151,1
3843,Uterine Corpus Cancer,EFO:0007532,uterine corpus cancer,5152,1
3844,vasomotor rhinitis,EFO:0007533,vasomotor rhinitis,5153|5154,1
3845,Vasomotor Rhinitis,EFO:0007533,vasomotor rhinitis,5155,1
3846,Venezuelan equine encephalitis,EFO:0007534,Venezuelan equine encephalitis,5156|5157,1
3847,Venezuelan Equine Fever,EFO:0007534,Venezuelan equine encephalitis,5158,1
3848,verrucous carcinoma,EFO:0007535,verrucous carcinoma,5159|5160|5161,1
3849,Verrucous Carcinoma,EFO:0007535,verrucous carcinoma,5162,1
3850,vesicoureteral reflux,EFO:0007536,vesicoureteral reflux,5163|5165,1
3851,Reflujo vesicoureteral,EFO:0007536,vesicoureteral reflux,5164,1
3852,vestibular neuronitis,EFO:0007537,vestibular neuronitis,5166|5167,1
3853,viral encephalitis,EFO:0007538,viral encephalitis,5168|5169,1
3854,Viral Encephalitis,EFO:0007538,viral encephalitis,5170,1
3855,obsolete viral hemorrhagic septicemia,EFO:0007539,viral hemorrhagic septicemia,5171,1
3856,salmonid viral hemorrhagic septicemia,EFO:0007539,viral hemorrhagic septicemia,5172,1
3857,viral pneumonia,EFO:0007541,viral pneumonia,5174|5175,1
3858,obsolete visna,EFO:0007542,visna,5176,1
3859,vulvovaginal candidiasis,EFO:0007543,vulvovaginal candidiasis,5177|5178,1
3860,Vulvovaginal Candidiasis,EFO:0007543,vulvovaginal candidiasis,5179,1
3861,Waterhouse-Friderichsen syndrome,EFO:0007544,Waterhouse-Friderichsen syndrome,5180|5181,1
3862,Waterhouse-Friderichsen Syndrome,EFO:0007544,Waterhouse-Friderichsen syndrome,5182,1
3863,West Nile encephalitis,EFO:0007545,West Nile encephalitis,5183,1
3864,West-Nile encephalitis,EFO:0007545,West Nile encephalitis,5184,1
3865,Western equine encephalitis,EFO:0007546,Western equine encephalitis,5185,1
3866,western equine encephalitis,EFO:0007546,Western equine encephalitis,5186,1
3867,Western Equine Encephalomyelitis,EFO:0007546,Western equine encephalitis,5187,1
3868,Wissler-Fanconi syndrome,EFO:0007547,Wissler's syndrome,5188,1
3869,Wissler syndrome,EFO:0007547,Wissler's syndrome,5189,1
3870,yaws,EFO:0007548,yaws,5190|5191,1
3871,Yaws,EFO:0007548,yaws,5192,1
3872,Zollinger-Ellison syndrome,EFO:0007549,Zollinger-Ellison Syndrome,5193|5196,1
3873,Zollinger-Ellison Syndrome,EFO:0007549,Zollinger-Ellison Syndrome,5194,1
3874,Syndrome de Zollinger-Ellison,EFO:0007549,Zollinger-Ellison Syndrome,5195,1
3875,Zollinger Ellison Syndrome,EFO:0007549,Zollinger-Ellison Syndrome,5197,1
3876,screening library,EFO:0007559,screening library,5198,1
3877,compound library,EFO:0007569,compound library,5199,1
3878,etiolated plant tissue,EFO:0007589,etiolation,5200,1
3879,SU-DHL-2 cell,EFO:0007611,SU-DHL-2,5201,1
3880,larva,EFO:0007695,Danio rerio larval stage,5203,1
3881,Larval:Protruding-mouth,EFO:0007696,larval protruding mouth,5204,1
3882,Platyhelminthes life stage,EFO:0007711,Platyhelminthes life stage,5205,1
3883,cercarium,EFO:0007712,cercarium,5206,1
3884,3 hr schistosomulum,EFO:0007713,3 hr schistosomulum,5207,1
3885,24 hr schistosomulum,EFO:0007714,24 hr schistosomulum,5208,1
3886,Platyhelminthes adult,EFO:0007715,Platyhelminthes adult,5209,1
3887,embryo stage,EFO:0007725,embryo stage,5212,1
